IdSensore,Data,Valore,Stato,idOperatore
10023,01/01/2019 12:00:00 AM,-9999,NA,1
10025,01/01/2019 12:00:00 AM,-9999,NA,1
11041,01/01/2019 12:00:00 AM,-9999,NA,1
5504,01/01/2019 12:00:00 AM,75.6,VA,1
5507,01/01/2019 12:00:00 AM,61,VA,1
5517,01/01/2019 12:00:00 AM,54.8,VA,1
5520,01/01/2019 12:00:00 AM,61.8,VA,1
5531,01/01/2019 12:00:00 AM,48.8,VA,1
5532,01/01/2019 12:00:00 AM,65.9,VA,1
