IdSensore,Data,Valore,Stato,idOperatore
5710,01/01/2020 04:00:00 AM,-9999,NA,1
5710,01/01/2020 02:00:00 AM,-9999,NA,1
5652,01/01/2020 12:00:00 AM,-9999,NA,1
5652,01/01/2020 04:00:00 AM,-9999,NA,1
5652,01/01/2020 02:00:00 AM,-9999,NA,1
5710,01/01/2020 01:00:00 AM,-9999,NA,1
5710,01/01/2020 03:00:00 AM,-9999,NA,1
5652,01/01/2020 03:00:00 AM,-9999,NA,1
5652,01/01/2020 01:00:00 AM,-9999,NA,1
