Id Sensore,Data-Ora,Valore Cumulata Giornaliero, Minimo Valore Cumulata Orario, Massimo Valore Cumulata Orario
5908,2018/01/01,10.6,0.0,2.6
5908,2018/01/02,0.0,0.0,0.0
5908,2018/01/03,0.0,0.0,0.0
5908,2018/01/04,0.0,0.0,0.0
5908,2018/01/05,1.0,0.0,0.6
5908,2018/01/06,6.2,0.0,1.2
5908,2018/01/07,0.0,0.0,0.0
5908,2018/01/08,1.2,0.0,1.0
5908,2018/01/09,8.6,0.0,5.4
5908,2018/01/10,0.2,0.0,0.2
5908,2018/01/11,0.2,0.0,0.2
5908,2018/01/12,0.0,0.0,0.0
5908,2018/01/13,0.0,0.0,0.0
5908,2018/01/14,0.0,0.0,0.0
5908,2018/01/15,0.2,0.0,0.2
5908,2018/01/16,0.2,0.0,0.2
5908,2018/01/17,0.4,0.0,0.2
5908,2018/01/18,0.0,0.0,0.0
5908,2018/01/19,0.0,0.0,0.0
5908,2018/01/20,0.0,0.0,0.0
5908,2018/01/21,0.0,0.0,0.0
5908,2018/01/22,0.0,0.0,0.0
5908,2018/01/23,0.0,0.0,0.0
5908,2018/01/24,0.0,0.0,0.0
5908,2018/01/25,8.6,0.0,1.8
5908,2018/01/26,5.4,0.0,1.0
5908,2018/01/27,2.6,0.0,0.8
5908,2018/01/28,0.0,0.0,0.0
5908,2018/01/29,0.0,0.0,0.0
5908,2018/01/30,0.0,0.0,0.0
5908,2018/01/31,1.8,0.0,0.6
5908,2018/02/01,4.6,0.0,1.6
5908,2018/02/02,0.0,0.0,0.0
5908,2018/02/03,0.0,0.0,0.0
5908,2018/02/04,0.0,0.0,0.0
5908,2018/02/05,2.0,0.0,0.6
5908,2018/02/06,11.2,0.0,2.4
5908,2018/02/07,2.2,0.0,1.2
5908,2018/02/08,0.0,0.0,0.0
5908,2018/02/09,1.0,0.0,1.0
5908,2018/02/10,6.4,0.0,5.0
5908,2018/02/11,0.0,0.0,0.0
5908,2018/02/12,0.0,0.0,0.0
5908,2018/02/13,0.0,0.0,0.0
5908,2018/02/14,0.0,0.0,0.0
5908,2018/02/15,0.0,0.0,0.0
5908,2018/02/16,0.0,0.0,0.0
5908,2018/02/17,0.0,0.0,0.0
5908,2018/02/18,0.0,0.0,0.0
5908,2018/02/19,-999,-999,-999
5908,2018/02/20,-999,-999,-999
5908,2018/02/21,-999,-999,-999
5908,2018/02/22,-999,-999,-999
5908,2018/02/23,-999,-999,-999
5908,2018/02/24,0.4,0.0,0.2
5908,2018/02/25,0.2,0.0,0.2
5908,2018/02/26,0.0,0.0,0.0
5908,2018/02/27,0.0,0.0,0.0
5908,2018/02/28,0.0,0.0,0.0
5908,2018/03/01,2.4,0.0,0.6
5908,2018/03/02,3.8,0.0,1.2
5908,2018/03/03,6.0,0.0,1.8
5908,2018/03/04,1.4,0.0,0.8
5908,2018/03/05,0.8,0.0,0.4
5908,2018/03/06,1.2,0.0,0.4
5908,2018/03/07,11.0,0.0,3.4
5908,2018/03/08,0.0,0.0,0.0
5908,2018/03/09,0.0,0.0,0.0
5908,2018/03/10,3.8,0.0,0.8
5908,2018/03/11,33.0,0.0,5.0
5908,2018/03/12,6.0,0.0,3.6
5908,2018/03/13,0.0,0.0,0.0
5908,2018/03/14,0.0,0.0,0.0
5908,2018/03/15,16.4,0.0,2.8
5908,2018/03/16,1.4,0.0,1.2
5908,2018/03/17,17.8,0.0,2.8
5908,2018/03/18,8.8,0.0,1.4
5908,2018/03/19,0.4,0.0,0.4
5908,2018/03/20,8.0,0.0,3.2
5908,2018/03/21,1.4,0.0,1.0
5908,2018/03/22,0.0,0.0,0.0
5908,2018/03/23,0.0,0.0,0.0
5908,2018/03/24,0.0,0.0,0.0
5908,2018/03/25,0.0,0.0,0.0
5908,2018/03/26,0.0,0.0,0.0
5908,2018/03/27,0.0,0.0,0.0
5908,2018/03/28,0.0,0.0,0.0
5908,2018/03/29,0.8,0.0,0.6
5908,2018/03/30,3.6,0.0,2.6
5908,2018/03/31,3.6,0.0,1.8
5908,2018/04/01,0.2,0.0,0.2
5908,2018/04/02,0.0,0.0,0.0
5908,2018/04/03,8.0,0.0,3.4
5908,2018/04/04,13.4,0.0,2.0
5908,2018/04/05,0.0,0.0,0.0
5908,2018/04/06,0.0,0.0,0.0
5908,2018/04/07,0.0,0.0,0.0
5908,2018/04/08,0.0,0.0,0.0
5908,2018/04/09,14.8,0.0,3.8
5908,2018/04/10,4.6,0.0,2.4
5908,2018/04/11,29.0,0.0,7.4
5908,2018/04/12,24.6,0.0,5.0
5908,2018/04/13,0.2,0.0,0.2
5908,2018/04/14,0.0,0.0,0.0
5908,2018/04/15,0.0,0.0,0.0
5908,2018/04/16,0.0,0.0,0.0
5908,2018/04/17,10.4,0.0,6.4
5908,2018/04/18,0.0,0.0,0.0
5908,2018/04/19,0.0,0.0,0.0
