Id Sensore,Data-Ora,Valore Medio Giornaliero, Minimo Valore Medio Orario, Massimo Valore Medio Orario
8162,2018/01/01,3.1,2.3,4.3
8162,2018/01/02,5.7,2.1,13.1
8162,2018/01/03,4.2,-0.9,7.6
8162,2018/01/04,6.2,2.2,11.8
8162,2018/01/05,4.9,1.4,7.4
8162,2018/01/06,6.7,5.6,8.0
8162,2018/01/07,8.0,6.8,9.3
8162,2018/01/08,10.3,7.5,12.9
8162,2018/01/09,10.6,9.1,11.9
8162,2018/01/10,8.3,6.6,10.9
8162,2018/01/11,6.9,4.7,8.9
8162,2018/01/12,6.6,3.9,10.5
8162,2018/01/13,4.1,0.7,9.5
8162,2018/01/14,2.5,-0.7,7.3
8162,2018/01/15,3.6,1.6,5.6
8162,2018/01/16,3.9,0.5,6.0
8162,2018/01/17,4.5,0.6,10.1
8162,2018/01/18,5.1,-0.2,11.0
8162,2018/01/19,4.7,0.3,12.1
8162,2018/01/20,3.6,-1.3,7.9
8162,2018/01/21,7.1,1.9,14.8
8162,2018/01/22,5.3,1.4,10.4
8162,2018/01/23,3.5,-1.0,9.1
8162,2018/01/24,4.7,0.6,9.6
8162,2018/01/25,6.1,5.4,7.3
8162,2018/01/26,5.8,4.9,7.2
8162,2018/01/27,7.0,3.2,10.2
8162,2018/01/28,5.3,2.6,8.6
8162,2018/01/29,4.6,1.8,6.5
8162,2018/01/30,2.7,0.1,4.8
8162,2018/01/31,5.9,4.8,7.1
8162,2018/02/01,6.4,5.7,7.2
8162,2018/02/02,6.1,4.5,7.2
8162,2018/02/03,4.5,0.9,7.9
8162,2018/02/04,3.5,-0.9,7.8
8162,2018/02/05,4.7,3.8,5.8
8162,2018/02/06,4.0,2.2,5.8
8162,2018/02/07,5.0,2.2,8.4
8162,2018/02/08,5.6,0.9,9.5
8162,2018/02/09,7.4,5.5,11.6
8162,2018/02/10,5.8,2.0,9.9
8162,2018/02/11,4.3,0.4,8.6
8162,2018/02/12,5.1,1.0,8.6
8162,2018/02/13,2.8,-0.1,8.2
8162,2018/02/14,2.3,-2.1,7.7
8162,2018/02/15,2.6,-1.9,7.9
8162,2018/02/16,3.9,-0.8,8.0
8162,2018/02/17,5.8,2.2,8.4
8162,2018/02/18,5.3,1.5,8.5
8162,2018/02/19,4.3,0.6,6.4
8162,2018/02/20,4.4,0.9,8.3
8162,2018/02/21,5.0,-0.4,9.6
8162,2018/02/22,4.2,3.2,5.8
8162,2018/02/23,3.2,1.1,4.4
8162,2018/02/24,6.4,3.7,10.2
8162,2018/02/25,0.5,-1.7,6.4
8162,2018/02/26,-1.4,-3.2,0.6
8162,2018/02/27,-2.4,-5.6,0.0
8162,2018/02/28,-2.0,-6.8,1.3
8162,2018/03/01,-1.3,-3.0,0.7
8162,2018/03/02,0.3,-0.7,1.5
8162,2018/03/03,0.8,-1.0,2.5
8162,2018/03/04,2.0,0.2,6.0
8162,2018/03/05,5.5,2.1,9.6
8162,2018/03/06,6.2,4.4,8.8
8162,2018/03/07,6.0,3.4,9.0
8162,2018/03/08,7.8,0.3,14.2
8162,2018/03/09,10.3,6.1,15.1
8162,2018/03/10,9.3,8.5,10.2
8162,2018/03/11,8.5,7.8,9.2
8162,2018/03/12,8.9,6.9,12.1
8162,2018/03/13,10.4,5.2,15.9
8162,2018/03/14,10.9,3.4,17.6
8162,2018/03/15,8.4,6.7,9.8
8162,2018/03/16,9.8,6.2,14.8
8162,2018/03/17,8.7,7.0,10.1
8162,2018/03/18,7.1,5.9,8.8
