Id Sensore,Data-Ora,Valore Medio Giornaliero, Minimo Valore Medio Orario, Massimo Valore Medio Orario
5897,2018/01/01,3.7,2.8,4.4
5897,2018/01/02,6.7,2.1,13.8
5897,2018/01/03,6.4,4.8,8.6
5897,2018/01/04,8.3,5.4,12.8
5897,2018/01/05,6.4,4.3,7.9
5897,2018/01/06,7.3,6.5,8.2
5897,2018/01/07,8.5,7.4,9.1
5897,2018/01/08,10.6,8.1,12.9
5897,2018/01/09,10.9,10.2,11.7
5897,2018/01/10,8.8,7.3,10.9
5897,2018/01/11,8.1,7.3,9.4
5897,2018/01/12,8.5,6.3,11.0
5897,2018/01/13,7.6,5.5,10.8
5897,2018/01/14,4.7,3.1,7.4
5897,2018/01/15,3.9,1.9,5.5
5897,2018/01/16,4.5,3.8,5.9
5897,2018/01/17,5.1,1.7,9.7
5897,2018/01/18,6.9,2.8,11.8
5897,2018/01/19,7.6,4.7,13.7
5897,2018/01/20,5.9,3.2,8.3
5897,2018/01/21,8.2,3.7,14.9
5897,2018/01/22,7.6,5.3,9.7
5897,2018/01/23,6.6,3.8,9.7
5897,2018/01/24,7.2,4.2,10.4
5897,2018/01/25,6.9,5.7,7.8
5897,2018/01/26,6.3,5.2,7.6
5897,2018/01/27,7.9,6.4,10.9
5897,2018/01/28,6.3,4.5,8.6
5897,2018/01/29,5.8,3.0,9.0
5897,2018/01/30,4.3,1.7,6.4
5897,2018/01/31,6.3,5.0,7.7
5897,2018/02/01,6.5,5.6,7.5
5897,2018/02/02,6.7,5.4,7.3
5897,2018/02/03,5.9,4.1,8.5
5897,2018/02/04,5.1,3.2,7.3
5897,2018/02/05,5.2,4.5,5.9
5897,2018/02/06,4.4,2.8,6.1
5897,2018/02/07,5.6,2.9,9.6
5897,2018/02/08,7.0,4.1,9.8
5897,2018/02/09,8.4,6.9,11.8
5897,2018/02/10,7.4,5.2,10.9
5897,2018/02/11,6.3,3.8,9.2
5897,2018/02/12,5.9,3.6,9.3
5897,2018/02/13,5.0,1.8,8.7
5897,2018/02/14,5.3,2.6,8.9
5897,2018/02/15,5.0,3.1,8.8
5897,2018/02/16,5.6,2.7,7.7
5897,2018/02/17,6.8,6.0,8.2
5897,2018/02/18,5.9,4.6,8.0
5897,2018/02/19,5.1,4.5,5.9
5897,2018/02/20,5.6,4.0,9.0
5897,2018/02/21,6.1,3.5,10.2
5897,2018/02/22,4.4,3.5,5.8
5897,2018/02/23,3.2,1.7,4.3
5897,2018/02/24,6.7,4.0,10.4
5897,2018/02/25,0.6,-1.1,6.5
5897,2018/02/26,-1.3,-3.1,1.1
5897,2018/02/27,-1.8,-3.7,0.7
5897,2018/02/28,-1.1,-3.6,0.7
5897,2018/03/01,-1.5,-2.8,-0.4
5897,2018/03/02,0.3,-0.8,1.6
5897,2018/03/03,1.5,0.4,3.0
5897,2018/03/04,2.2,0.3,6.0
5897,2018/03/05,5.7,2.6,9.0
5897,2018/03/06,6.6,4.9,8.5
5897,2018/03/07,6.9,5.5,8.9
5897,2018/03/08,9.7,4.3,15.3
5897,2018/03/09,11.7,8.4,15.9
5897,2018/03/10,9.6,8.7,10.9
5897,2018/03/11,8.6,7.7,9.4
5897,2018/03/12,9.7,7.6,13.4
5897,2018/03/13,12.6,8.5,17.2
5897,2018/03/14,12.8,8.0,18.6
5897,2018/03/15,8.8,6.9,10.6
5897,2018/03/16,10.7,6.3,15.5
5897,2018/03/17,8.9,7.8,11.2
5897,2018/03/18,7.2,6.3,8.7
5897,2018/03/19,4.4,2.8,6.4
5897,2018/03/20,6.3,3.0,9.8
5897,2018/03/21,6.1,2.9,9.0
5897,2018/03/22,6.8,3.6,10.5
5897,2018/03/23,8.2,3.6,13.8
5897,2018/03/24,8.8,6.5,11.9
5897,2018/03/25,9.9,7.0,12.9
5897,2018/03/26,11.6,6.7,16.3
5897,2018/03/27,13.2,9.0,17.5
5897,2018/03/28,11.9,7.7,15.0
5897,2018/03/29,11.9,10.2,13.2
5897,2018/03/30,13.3,9.3,17.9
5897,2018/03/31,11.1,8.5,14.7
5897,2018/04/01,14.3,8.6,19.1
5897,2018/04/02,13.1,10.0,16.4
5897,2018/04/03,12.3,9.9,14.5
5897,2018/04/04,9.8,9.1,10.5
5897,2018/04/05,13.1,9.3,17.7
5897,2018/04/06,15.1,10.9,20.1
5897,2018/04/07,16.3,12.8,20.0
5897,2018/04/08,15.7,12.8,19.0
5897,2018/04/09,12.8,11.2,15.0
5897,2018/04/10,11.7,10.9,13.5
5897,2018/04/11,11.1,9.7,12.6
5897,2018/04/12,11.5,8.2,15.7
5897,2018/04/13,12.7,9.3,16.5
5897,2018/04/14,15.8,11.0,20.3
5897,2018/04/15,15.3,13.4,18.8
5897,2018/04/16,18.6,13.5,23.5
5897,2018/04/17,20.0,15.9,24.4
5897,2018/04/18,21.2,16.6,26.1
5897,2018/04/19,20.8,16.1,25.6
5897,2018/04/20,22.6,16.9,28.2
5897,2018/04/21,23.3,17.6,28.7
5897,2018/04/22,22.5,17.9,27.6
5897,2018/04/23,21.8,16.9,27.8
5897,2018/04/24,21.5,17.0,27.0
5897,2018/04/25,21.6,16.9,27.2
5897,2018/04/26,21.2,16.3,26.5
5897,2018/04/27,18.9,16.1,21.6
5897,2018/04/28,20.6,16.6,24.5
5897,2018/04/29,20.7,17.9,24.6
5897,2018/04/30,17.8,15.2,21.4
5897,2018/05/01,15.3,11.8,18.4
5897,2018/05/02,12.9,11.7,13.9
5897,2018/05/03,15.3,12.3,17.8
5897,2018/05/04,18.4,15.6,23.0
5897,2018/05/05,20.2,15.3,24.2
5897,2018/05/06,22.4,17.3,28.0
5897,2018/05/07,21.1,18.0,23.5
