Id Sensore,Data-Ora,Valore Medio Giornaliero, Minimo Valore Medio Orario, Massimo Valore Medio Orario
5911,2018/01/01,3.8,2.8,4.5
5911,2018/01/02,6.5,2.2,15.0
5911,2018/01/03,5.8,3.3,8.2
5911,2018/01/04,8.2,5.4,14.3
5911,2018/01/05,6.4,4.6,8.0
5911,2018/01/06,7.4,6.5,8.2
5911,2018/01/07,8.8,7.3,9.8
5911,2018/01/08,10.9,8.4,13.1
5911,2018/01/09,11.1,10.2,11.9
5911,2018/01/10,9.0,7.8,11.1
5911,2018/01/11,8.4,7.3,10.5
5911,2018/01/12,8.4,6.6,12.3
5911,2018/01/13,7.0,4.5,11.5
5911,2018/01/14,4.5,2.4,8.4
5911,2018/01/15,4.1,2.0,6.0
5911,2018/01/16,4.9,3.9,6.9
5911,2018/01/17,5.2,2.1,10.8
5911,2018/01/18,6.5,1.8,12.7
5911,2018/01/19,6.7,3.7,12.5
5911,2018/01/20,5.1,2.0,7.7
5911,2018/01/21,7.4,2.8,14.4
5911,2018/01/22,6.7,5.0,8.8
5911,2018/01/23,5.5,2.5,9.6
5911,2018/01/24,6.2,3.6,9.6
5911,2018/01/25,6.3,5.2,7.2
5911,2018/01/26,5.9,4.7,7.2
5911,2018/01/27,7.3,6.4,10.3
5911,2018/01/28,5.3,3.6,7.6
5911,2018/01/29,5.0,2.1,9.2
5911,2018/01/30,3.8,1.2,6.5
5911,2018/01/31,6.0,4.7,7.4
5911,2018/02/01,6.2,5.3,7.2
5911,2018/02/02,6.3,5.0,6.9
5911,2018/02/03,5.3,3.2,7.7
5911,2018/02/04,4.4,1.6,7.0
5911,2018/02/05,4.6,4.2,5.4
5911,2018/02/06,3.9,2.2,5.4
5911,2018/02/07,5.0,2.2,8.3
5911,2018/02/08,6.5,3.1,9.1
5911,2018/02/09,7.6,5.8,10.6
5911,2018/02/10,6.6,4.1,10.1
5911,2018/02/11,5.5,2.9,8.0
5911,2018/02/12,5.4,2.9,8.2
5911,2018/02/13,4.2,1.0,8.0
5911,2018/02/14,4.2,1.1,8.0
5911,2018/02/15,4.0,1.1,8.2
5911,2018/02/16,4.9,1.7,7.6
5911,2018/02/17,6.2,4.6,7.6
5911,2018/02/18,5.4,3.6,7.8
5911,2018/02/19,4.8,3.6,5.7
5911,2018/02/20,5.2,3.6,8.5
5911,2018/02/21,5.3,2.5,9.5
5911,2018/02/22,4.1,3.3,5.1
5911,2018/02/23,2.9,1.6,3.8
5911,2018/02/24,6.2,3.4,9.7
5911,2018/02/25,0.4,-1.5,6.3
5911,2018/02/26,-1.6,-3.1,0.0
5911,2018/02/27,-2.1,-4.0,-0.1
5911,2018/02/28,-1.4,-4.2,0.8
5911,2018/03/01,-1.8,-3.1,-0.7
5911,2018/03/02,-0.2,-1.2,1.1
5911,2018/03/03,1.0,0.1,2.3
5911,2018/03/04,1.9,-0.2,6.4
5911,2018/03/05,5.3,2.3,8.7
5911,2018/03/06,6.2,4.5,8.1
5911,2018/03/07,6.5,5.1,8.4
5911,2018/03/08,8.7,3.0,14.4
5911,2018/03/09,11.0,7.7,15.3
5911,2018/03/10,9.2,8.4,10.3
5911,2018/03/11,8.2,7.4,8.7
5911,2018/03/12,9.1,7.0,11.9
5911,2018/03/13,11.5,7.1,16.4
5911,2018/03/14,11.6,6.7,17.9
5911,2018/03/15,8.3,5.9,9.9
5911,2018/03/16,10.1,5.8,14.9
5911,2018/03/17,8.3,7.0,10.5
5911,2018/03/18,6.6,5.6,8.2
5911,2018/03/19,4.1,2.7,5.9
5911,2018/03/20,5.9,2.2,9.1
5911,2018/03/21,5.7,2.4,8.7
5911,2018/03/22,6.1,3.2,9.9
5911,2018/03/23,7.3,2.8,12.2
5911,2018/03/24,8.4,6.0,11.6
5911,2018/03/25,9.2,5.9,12.5
5911,2018/03/26,10.2,4.6,15.6
5911,2018/03/27,12.0,6.8,16.6
5911,2018/03/28,11.3,7.6,14.4
5911,2018/03/29,11.5,9.8,12.6
5911,2018/03/30,13.2,9.5,17.4
5911,2018/03/31,10.4,7.9,13.9
5911,2018/04/01,13.4,7.5,18.6
5911,2018/04/02,11.9,7.9,15.6
5911,2018/04/03,11.4,9.1,13.9
5911,2018/04/04,9.3,8.6,10.0
5911,2018/04/05,12.5,8.9,17.0
5911,2018/04/06,14.2,9.7,19.3
5911,2018/04/07,15.5,11.0,19.6
5911,2018/04/08,15.5,12.1,19.1
5911,2018/04/09,12.3,10.4,14.8
5911,2018/04/10,11.2,9.9,13.6
5911,2018/04/11,10.5,8.3,13.0
5911,2018/04/12,10.7,7.7,15.4
5911,2018/04/13,11.9,8.0,15.7
5911,2018/04/14,14.7,9.7,19.6
5911,2018/04/15,14.6,12.0,18.3
5911,2018/04/16,17.7,12.9,22.5
5911,2018/04/17,19.1,13.7,24.3
5911,2018/04/18,20.0,14.7,25.2
5911,2018/04/19,20.0,15.1,24.4
5911,2018/04/20,21.4,15.3,26.8
5911,2018/04/21,22.0,15.7,27.4
5911,2018/04/22,21.7,17.0,26.4
5911,2018/04/23,21.2,16.9,26.2
5911,2018/04/24,20.8,16.4,25.2
5911,2018/04/25,20.9,16.1,25.7
5911,2018/04/26,20.6,15.7,25.2
5911,2018/04/27,18.8,16.2,21.3
5911,2018/04/28,19.9,15.1,24.2
5911,2018/04/29,20.7,17.8,24.6
5911,2018/04/30,17.2,14.7,20.7
5911,2018/05/01,15.0,11.1,18.1
5911,2018/05/02,12.3,10.9,13.2
5911,2018/05/03,14.8,11.6,17.3
5911,2018/05/04,17.5,14.6,21.7
5911,2018/05/05,19.3,14.0,23.9
5911,2018/05/06,21.5,15.6,26.7
5911,2018/05/07,20.3,17.0,22.4
5911,2018/05/08,20.0,14.7,25.4
5911,2018/05/09,16.9,14.1,22.0
5911,2018/05/10,18.9,14.6,23.0
5911,2018/05/11,19.5,15.7,25.5
5911,2018/05/12,18.7,15.1,24.6
5911,2018/05/13,17.4,14.7,21.5
5911,2018/05/14,13.9,9.6,17.4
5911,2018/05/15,13.8,10.7,16.5
5911,2018/05/16,15.8,12.4,21.3
5911,2018/05/17,17.1,12.9,20.8
5911,2018/05/18,19.2,15.2,23.4
5911,2018/05/19,18.8,15.6,23.1
5911,2018/05/20,17.9,14.8,22.0
5911,2018/05/21,18.1,14.3,23.4
5911,2018/05/22,17.1,15.7,18.5
5911,2018/05/23,19.5,15.3,23.7
5911,2018/05/24,21.8,16.5,26.2
5911,2018/05/25,23.6,18.1,28.3
5911,2018/05/26,24.6,20.5,28.5
5911,2018/05/27,24.4,20.7,28.5
5911,2018/05/28,21.2,16.7,25.3
5911,2018/05/29,21.2,17.7,24.6
5911,2018/05/30,22.3,18.3,26.3
5911,2018/05/31,21.7,17.5,25.9
5911,2018/06/01,22.2,17.5,27.0
5911,2018/06/02,23.0,18.1,27.5
5911,2018/06/03,24.3,19.7,28.0
5911,2018/06/04,21.1,18.6,25.1
5911,2018/06/05,22.3,17.0,27.5
5911,2018/06/06,22.6,19.8,26.1
5911,2018/06/07,22.7,17.4,27.2
5911,2018/06/08,20.3,16.7,24.2
5911,2018/06/09,23.0,17.5,28.0
5911,2018/06/10,24.3,19.2,28.4
5911,2018/06/11,25.0,21.0,28.2
5911,2018/06/12,22.9,18.8,26.0
5911,2018/06/13,20.4,17.2,23.9
5911,2018/06/14,23.1,18.4,26.8
5911,2018/06/15,23.7,20.0,27.0
5911,2018/06/16,24.8,20.4,28.3
5911,2018/06/17,25.8,21.0,29.5
5911,2018/06/18,25.4,19.1,30.0
5911,2018/06/19,26.5,22.2,30.0
5911,2018/06/20,27.6,24.1,30.5
5911,2018/06/21,27.5,23.4,31.7
5911,2018/06/22,25.4,20.1,31.0
5911,2018/06/23,22.4,18.9,25.8
5911,2018/06/24,22.7,18.6,25.6
5911,2018/06/25,22.6,19.2,25.6
5911,2018/06/26,23.4,19.0,26.8
5911,2018/06/27,24.3,19.0,29.6
5911,2018/06/28,24.1,18.4,28.4
5911,2018/06/29,26.5,20.9,30.8
5911,2018/06/30,27.8,22.1,32.6
5911,2018/07/01,27.4,23.4,31.2
5911,2018/07/02,26.1,22.4,29.6
5911,2018/07/03,26.7,19.5,31.6
5911,2018/07/04,25.1,18.9,30.1
5911,2018/07/05,23.1,18.5,27.7
5911,2018/07/06,24.2,19.9,30.9
5911,2018/07/07,26.1,20.2,30.7
5911,2018/07/08,26.5,22.3,29.9
5911,2018/07/09,26.6,22.4,30.1
5911,2018/07/10,26.2,23.3,29.3
5911,2018/07/11,22.7,19.9,25.6
5911,2018/07/12,24.0,20.9,27.1
5911,2018/07/13,25.9,21.8,29.7
5911,2018/07/14,26.3,23.2,30.2
5911,2018/07/15,26.1,21.3,30.3
5911,2018/07/16,23.1,20.7,27.5
5911,2018/07/17,25.4,18.8,31.2
5911,2018/07/18,27.7,21.8,32.7
5911,2018/07/19,27.7,22.8,32.5
5911,2018/07/20,26.5,20.6,31.7
5911,2018/07/21,20.8,18.1,24.3
5911,2018/07/22,24.0,19.0,29.3
5911,2018/07/23,25.1,18.5,29.9
5911,2018/07/24,27.4,22.7,31.5
5911,2018/07/25,28.0,24.0,31.8
5911,2018/07/26,27.6,21.7,31.4
5911,2018/07/27,26.5,21.4,30.8
5911,2018/07/28,26.7,23.6,30.8
5911,2018/07/29,26.7,21.3,31.5
5911,2018/07/30,29.1,23.7,33.5
5911,2018/07/31,30.2,25.5,34.4
5911,2018/08/01,29.7,25.6,34.2
5911,2018/08/02,28.7,23.8,33.0
5911,2018/08/03,29.6,25.3,33.7
5911,2018/08/04,29.1,24.4,33.4
5911,2018/08/05,29.5,24.4,34.4
5911,2018/08/06,30.0,26.0,34.2
5911,2018/08/07,28.7,23.9,34.0
5911,2018/08/08,28.6,24.8,33.1
5911,2018/08/09,26.5,23.0,32.1
5911,2018/08/10,26.0,21.2,30.5
5911,2018/08/11,26.2,22.3,29.4
5911,2018/08/12,25.2,23.0,28.6
5911,2018/08/13,23.3,20.6,27.8
5911,2018/08/14,23.5,19.7,27.0
5911,2018/08/15,24.9,19.6,29.8
5911,2018/08/16,25.7,21.0,29.8
5911,2018/08/17,26.6,22.0,30.9
5911,2018/08/18,26.8,22.6,31.3
5911,2018/08/19,27.2,22.9,32.0
5911,2018/08/20,28.3,24.4,32.9
5911,2018/08/21,28.2,24.3,32.8
5911,2018/08/22,28.0,23.7,32.6
5911,2018/08/23,27.8,23.9,32.5
5911,2018/08/24,26.2,20.6,31.1
5911,2018/08/25,19.5,16.3,23.2
5911,2018/08/26,20.0,15.9,25.1
5911,2018/08/27,20.9,16.6,25.1
5911,2018/08/28,23.1,17.7,28.4
5911,2018/08/29,24.3,19.3,29.4
5911,2018/08/30,25.2,20.8,29.5
5911,2018/08/31,20.4,16.9,23.6
5911,2018/09/01,18.1,15.6,20.4
