Id Sensore,Data-Ora,Valore Cumulata Giornaliero, Minimo Valore Cumulata Orario, Massimo Valore Cumulata Orario
8149,2019/01/01,-999,-999,-999
8149,2019/01/02,-999,-999,-999
8149,2019/01/03,-999,-999,-999
8149,2019/01/04,-999,-999,-999
8149,2019/01/05,-999,-999,-999
8149,2019/01/06,-999,-999,-999
8149,2019/01/07,-999,-999,-999
8149,2019/01/08,-999,-999,-999
8149,2019/01/09,-999,-999,-999
8149,2019/01/10,-999,-999,-999
8149,2019/01/11,-999,-999,-999
8149,2019/01/12,-999,-999,-999
8149,2019/01/13,-999,-999,-999
8149,2019/01/14,-999,-999,-999
8149,2019/01/15,-999,-999,-999
8149,2019/01/16,-999,-999,-999
8149,2019/01/17,-999,-999,-999
8149,2019/01/18,-999,-999,-999
8149,2019/01/19,-999,-999,-999
8149,2019/01/20,-999,-999,-999
8149,2019/01/21,-999,-999,-999
8149,2019/01/22,-999,-999,-999
8149,2019/01/23,-999,-999,-999
8149,2019/01/24,-999,-999,-999
8149,2019/01/25,-999,-999,-999
8149,2019/01/26,-999,-999,-999
8149,2019/01/27,-999,-999,-999
8149,2019/01/28,-999,-999,-999
8149,2019/01/29,-999,-999,-999
8149,2019/01/30,-999,-999,-999
8149,2019/01/31,-999,-999,-999
8149,2019/02/01,-999,-999,-999
8149,2019/02/02,-999,-999,-999
8149,2019/02/03,-999,-999,-999
8149,2019/02/04,-999,-999,-999
8149,2019/02/05,-999,-999,-999
8149,2019/02/06,-999,-999,-999
8149,2019/02/07,-999,-999,-999
8149,2019/02/08,-999,-999,-999
8149,2019/02/09,-999,-999,-999
8149,2019/02/10,-999,-999,-999
8149,2019/02/11,-999,-999,-999
8149,2019/02/12,-999,-999,-999
8149,2019/02/13,-999,-999,-999
8149,2019/02/14,-999,-999,-999
8149,2019/02/15,-999,-999,-999
8149,2019/02/16,-999,-999,-999
8149,2019/02/17,-999,-999,-999
8149,2019/02/18,-999,-999,-999
8149,2019/02/19,-999,-999,-999
8149,2019/02/20,-999,-999,-999
8149,2019/02/21,-999,-999,-999
8149,2019/02/22,-999,-999,-999
8149,2019/02/23,-999,-999,-999
8149,2019/02/24,-999,-999,-999
8149,2019/02/25,-999,-999,-999
8149,2019/02/26,-999,-999,-999
8149,2019/02/27,-999,-999,-999
8149,2019/02/28,-999,-999,-999
8149,2019/03/01,-999,-999,-999
8149,2019/03/02,-999,-999,-999
8149,2019/03/03,-999,-999,-999
8149,2019/03/04,-999,-999,-999
8149,2019/03/05,-999,-999,-999
8149,2019/03/06,-999,-999,-999
8149,2019/03/07,-999,-999,-999
8149,2019/03/08,-999,-999,-999
8149,2019/03/09,-999,-999,-999
8149,2019/03/10,-999,-999,-999
8149,2019/03/11,-999,-999,-999
8149,2019/03/12,-999,-999,-999
8149,2019/03/13,-999,-999,-999
8149,2019/03/14,-999,-999,-999
8149,2019/03/15,-999,-999,-999
8149,2019/03/16,-999,-999,-999
8149,2019/03/17,-999,-999,-999
8149,2019/03/18,-999,-999,-999
8149,2019/03/19,-999,-999,-999
8149,2019/03/20,-999,-999,-999
8149,2019/03/21,-999,-999,-999
8149,2019/03/22,-999,-999,-999
8149,2019/03/23,-999,-999,-999
8149,2019/03/24,-999,-999,-999
8149,2019/03/25,-999,-999,-999
8149,2019/03/26,-999,-999,-999
8149,2019/03/27,-999,-999,-999
8149,2019/03/28,-999,-999,-999
8149,2019/03/29,-999,-999,-999
8149,2019/03/30,-999,-999,-999
8149,2019/03/31,-999,-999,-999
8149,2019/04/01,-999,-999,-999
8149,2019/04/02,-999,-999,-999
8149,2019/04/03,-999,-999,-999
8149,2019/04/04,-999,-999,-999
8149,2019/04/05,-999,-999,-999
8149,2019/04/06,-999,-999,-999
8149,2019/04/07,-999,-999,-999
8149,2019/04/08,-999,-999,-999
8149,2019/04/09,-999,-999,-999
8149,2019/04/10,-999,-999,-999
8149,2019/04/11,-999,-999,-999
8149,2019/04/12,-999,-999,-999
8149,2019/04/13,-999,-999,-999
8149,2019/04/14,-999,-999,-999
8149,2019/04/15,-999,-999,-999
8149,2019/04/16,-999,-999,-999
8149,2019/04/17,-999,-999,-999
8149,2019/04/18,-999,-999,-999
8149,2019/04/19,-999,-999,-999
8149,2019/04/20,-999,-999,-999
8149,2019/04/21,-999,-999,-999
8149,2019/04/22,-999,-999,-999
8149,2019/04/23,-999,-999,-999
8149,2019/04/24,-999,-999,-999
8149,2019/04/25,-999,-999,-999
8149,2019/04/26,-999,-999,-999
8149,2019/04/27,-999,-999,-999
8149,2019/04/28,-999,-999,-999
8149,2019/04/29,-999,-999,-999
8149,2019/04/30,-999,-999,-999
8149,2019/05/01,-999,-999,-999
8149,2019/05/02,-999,-999,-999
8149,2019/05/03,-999,-999,-999
8149,2019/05/04,-999,-999,-999
8149,2019/05/05,-999,-999,-999
8149,2019/05/06,-999,-999,-999
8149,2019/05/07,-999,-999,-999
8149,2019/05/08,-999,-999,-999
8149,2019/05/09,-999,-999,-999
8149,2019/05/10,-999,-999,-999
8149,2019/05/11,-999,-999,-999
8149,2019/05/12,-999,-999,-999
8149,2019/05/13,-999,-999,-999
8149,2019/05/14,-999,-999,-999
8149,2019/05/15,-999,-999,-999
8149,2019/05/16,-999,-999,-999
8149,2019/05/17,-999,-999,-999
8149,2019/05/18,-999,-999,-999
8149,2019/05/19,-999,-999,-999
8149,2019/05/20,-999,-999,-999
8149,2019/05/21,-999,-999,-999
8149,2019/05/22,-999,-999,-999
8149,2019/05/23,-999,-999,-999
8149,2019/05/24,-999,-999,-999
8149,2019/05/25,-999,-999,-999
8149,2019/05/26,-999,-999,-999
8149,2019/05/27,-999,-999,-999
8149,2019/05/28,-999,-999,-999
8149,2019/05/29,-999,-999,-999
8149,2019/05/30,-999,-999,-999
