Id Sensore,Data-Ora,Valore Medio Giornaliero, Minimo Valore Medio Orario, Massimo Valore Medio Orario
19059,2020/01/01,0.5,0.2,1.0
19059,2020/01/02,0.6,0.1,1.3
19059,2020/01/03,0.5,0.2,0.9
19059,2020/01/04,0.9,0.5,1.3
19059,2020/01/05,0.6,0.1,1.3
19059,2020/01/06,0.8,0.3,1.3
19059,2020/01/07,1.0,0.7,1.4
19059,2020/01/08,1.1,0.7,1.9
19059,2020/01/09,0.7,0.3,1.5
19059,2020/01/10,0.6,0.1,1.6
19059,2020/01/11,0.4,0.1,1.0
19059,2020/01/12,0.5,0.2,1.5
19059,2020/01/13,0.7,0.3,1.6
19059,2020/01/14,0.7,0.4,1.2
19059,2020/01/15,0.7,0.3,1.3
19059,2020/01/16,0.7,0.1,1.6
19059,2020/01/17,0.8,0.4,1.5
19059,2020/01/18,0.6,0.2,1.4
19059,2020/01/19,0.9,0.3,2.3
19059,2020/01/20,0.8,0.1,1.6
19059,2020/01/21,0.8,0.3,1.7
19059,2020/01/22,0.7,0.2,1.5
19059,2020/01/23,0.7,0.1,1.5
19059,2020/01/24,0.6,0.2,1.0
19059,2020/01/25,0.6,0.2,1.3
19059,2020/01/26,0.7,0.1,2.0
19059,2020/01/27,0.7,0.2,1.3
19059,2020/01/28,1.1,0.6,1.7
19059,2020/01/29,1.1,0.4,2.1
19059,2020/01/30,0.8,0.3,1.4
19059,2020/01/31,0.8,0.3,1.7
19059,2020/02/01,0.9,0.3,1.6
19059,2020/02/02,1.0,0.5,1.6
19059,2020/02/03,1.3,0.6,2.2
19059,2020/02/04,2.3,0.8,4.8
19059,2020/02/05,2.0,0.6,4.5
19059,2020/02/06,0.8,0.4,1.5
19059,2020/02/07,0.6,0.2,1.4
19059,2020/02/08,0.6,0.1,1.4
19059,2020/02/09,0.7,0.1,1.7
19059,2020/02/10,0.8,0.5,1.2
19059,2020/02/11,1.0,0.5,1.6
19059,2020/02/12,0.9,0.3,1.5
19059,2020/02/13,1.1,0.5,2.2
19059,2020/02/14,1.2,0.6,2.1
19059,2020/02/15,0.8,0.2,2.0
19059,2020/02/16,0.4,0.0,1.0
19059,2020/02/17,0.5,0.3,0.8
19059,2020/02/18,1.0,0.3,2.0
19059,2020/02/19,1.0,0.4,2.0
19059,2020/02/20,0.8,0.1,1.7
19059,2020/02/21,1.0,0.3,1.9
19059,2020/02/22,0.8,0.3,1.3
19059,2020/02/23,0.9,0.3,2.1
19059,2020/02/24,1.7,0.7,2.8
19059,2020/02/25,0.6,0.3,1.0
19059,2020/02/26,2.0,0.4,4.1
19059,2020/02/27,1.1,0.5,1.7
19059,2020/02/28,1.4,0.3,2.6
19059,2020/02/29,0.9,0.3,1.7
19059,2020/03/01,0.8,0.4,1.5
19059,2020/03/02,1.6,0.4,3.5
19059,2020/03/03,1.3,0.2,2.6
19059,2020/03/04,1.1,0.2,2.6
19059,2020/03/05,1.4,0.9,2.2
19059,2020/03/06,1.1,0.2,2.9
19059,2020/03/07,1.1,0.3,2.2
19059,2020/03/08,0.7,0.1,1.6
19059,2020/03/09,1.1,0.2,2.4
19059,2020/03/10,1.1,0.3,1.9
19059,2020/03/11,0.8,0.2,2.1
19059,2020/03/12,0.6,0.1,1.3
19059,2020/03/13,1.0,0.2,1.9
19059,2020/03/14,1.6,0.1,2.9
19059,2020/03/15,0.9,0.1,2.4
19059,2020/03/16,-999,-999,-999
19059,2020/03/17,-999,-999,-999
19059,2020/03/18,-999,-999,-999
19059,2020/03/19,-999,-999,-999
19059,2020/03/20,-999,-999,-999
19059,2020/03/21,-999,-999,-999
19059,2020/03/22,-999,-999,-999
19059,2020/03/23,-999,-999,-999
19059,2020/03/24,-999,-999,-999
19059,2020/03/25,-999,-999,-999
19059,2020/03/26,-999,-999,-999
19059,2020/03/27,-999,-999,-999
19059,2020/03/28,-999,-999,-999
19059,2020/03/29,-999,-999,-999
19059,2020/03/30,-999,-999,-999
19059,2020/03/31,-999,-999,-999
19059,2020/04/01,-999,-999,-999
19059,2020/04/02,-999,-999,-999
19059,2020/04/03,-999,-999,-999
19059,2020/04/04,-999,-999,-999
19059,2020/04/05,-999,-999,-999
