Id Sensore,Data-Ora,Valore Medio Giornaliero, Minimo Valore Medio Orario, Massimo Valore Medio Orario
14751,2020/01/01,-999,-999,-999
14751,2020/01/02,-999,-999,-999
14751,2020/01/03,-999,-999,-999
14751,2020/01/04,-999,-999,-999
14751,2020/01/05,-999,-999,-999
14751,2020/01/06,-999,-999,-999
14751,2020/01/07,-999,-999,-999
14751,2020/01/08,-999,-999,-999
14751,2020/01/09,-999,-999,-999
14751,2020/01/10,-999,-999,-999
14751,2020/01/11,-999,-999,-999
14751,2020/01/12,-999,-999,-999
14751,2020/01/13,-999,-999,-999
14751,2020/01/14,-999,-999,-999
14751,2020/01/15,-999,-999,-999
14751,2020/01/16,-999,-999,-999
14751,2020/01/17,-999,-999,-999
14751,2020/01/18,-999,-999,-999
14751,2020/01/19,-999,-999,-999
14751,2020/01/20,-999,-999,-999
14751,2020/01/21,-999,-999,-999
14751,2020/01/22,-999,-999,-999
14751,2020/01/23,-999,-999,-999
14751,2020/01/24,-999,-999,-999
14751,2020/01/25,-999,-999,-999
14751,2020/01/26,-999,-999,-999
14751,2020/01/27,-999,-999,-999
14751,2020/01/28,-999,-999,-999
14751,2020/01/29,-999,-999,-999
14751,2020/01/30,1.1,0.0,2.7
14751,2020/01/31,0.7,0.0,2.4
14751,2020/02/01,1.2,0.0,2.0
14751,2020/02/02,1.1,0.0,2.0
14751,2020/02/03,2.0,0.2,4.0
14751,2020/02/04,4.5,1.6,9.0
14751,2020/02/05,4.4,0.9,9.2
14751,2020/02/06,1.2,0.0,2.3
14751,2020/02/07,0.9,0.0,3.4
14751,2020/02/08,0.8,0.0,2.1
14751,2020/02/09,0.7,0.0,1.9
14751,2020/02/10,0.9,0.2,2.5
14751,2020/02/11,2.3,0.5,4.6
14751,2020/02/12,2.2,0.7,4.6
14751,2020/02/13,1.6,0.6,2.7
14751,2020/02/14,2.4,0.6,4.0
14751,2020/02/15,1.4,0.4,2.8
14751,2020/02/16,0.6,0.0,2.0
14751,2020/02/17,0.6,0.1,1.4
14751,2020/02/18,1.2,0.0,2.6
14751,2020/02/19,1.6,0.1,3.1
14751,2020/02/20,1.4,0.5,2.2
14751,2020/02/21,1.8,0.3,3.3
14751,2020/02/22,0.9,0.0,2.1
14751,2020/02/23,1.8,0.2,4.4
14751,2020/02/24,2.6,0.7,4.7
14751,2020/02/25,1.0,0.4,1.8
14751,2020/02/26,3.8,0.0,7.7
14751,2020/02/27,2.0,1.2,3.9
14751,2020/02/28,2.9,0.3,5.4
14751,2020/02/29,1.7,0.6,2.9
14751,2020/03/01,1.1,0.3,2.1
14751,2020/03/02,2.5,0.8,5.6
14751,2020/03/03,2.4,0.3,5.1
14751,2020/03/04,1.6,0.1,3.1
14751,2020/03/05,2.1,0.9,3.8
14751,2020/03/06,1.8,0.4,3.3
14751,2020/03/07,1.9,0.1,5.4
14751,2020/03/08,1.4,0.2,2.4
14751,2020/03/09,1.7,1.0,2.9
14751,2020/03/10,1.7,0.7,3.0
14751,2020/03/11,1.2,0.0,2.4
14751,2020/03/12,1.2,0.1,2.2
14751,2020/03/13,1.7,0.6,3.1
14751,2020/03/14,2.7,0.5,4.2
14751,2020/03/15,1.3,0.1,2.3
14751,2020/03/16,1.2,0.0,2.1
14751,2020/03/17,1.2,0.3,2.1
14751,2020/03/18,1.1,0.1,2.1
14751,2020/03/19,1.2,0.4,2.3
14751,2020/03/20,1.4,0.3,3.2
14751,2020/03/21,1.7,0.3,3.2
14751,2020/03/22,3.7,1.9,5.7
14751,2020/03/23,3.9,0.7,6.8
14751,2020/03/24,1.9,0.3,5.3
14751,2020/03/25,2.4,0.8,4.0
14751,2020/03/26,1.8,0.0,2.7
14751,2020/03/27,1.9,0.7,2.9
14751,2020/03/28,1.3,0.1,2.2
14751,2020/03/29,1.5,0.4,3.1
14751,2020/03/30,3.5,1.7,6.4
14751,2020/03/31,3.4,0.7,6.8
14751,2020/04/01,1.5,0.1,2.5
14751,2020/04/02,1.3,0.3,2.2
14751,2020/04/03,1.3,0.4,2.2
14751,2020/04/04,1.4,0.5,2.1
14751,2020/04/05,1.8,0.4,3.6
