Id Sensore,Data-Ora,Valore Medio Giornaliero, Minimo Valore Medio Orario, Massimo Valore Medio Orario
5909,2020/01/01,6.6,2.7,12.1
5909,2020/01/02,6.0,3.0,9.5
5909,2020/01/03,6.4,4.6,8.2
5909,2020/01/04,7.2,3.5,11.9
5909,2020/01/05,8.2,4.4,13.5
5909,2020/01/06,5.1,4.1,6.7
5909,2020/01/07,1.5,0.1,3.4
5909,2020/01/08,1.9,0.1,5.1
5909,2020/01/09,4.2,-0.7,11.8
5909,2020/01/10,7.2,5.1,8.9
5909,2020/01/11,7.6,3.4,12.3
5909,2020/01/12,6.7,5.0,9.2
5909,2020/01/13,5.5,2.8,8.7
5909,2020/01/14,5.3,3.7,6.6
5909,2020/01/15,5.9,5.1,6.8
5909,2020/01/16,7.2,5.3,9.7
5909,2020/01/17,7.5,4.1,11.6
5909,2020/01/18,7.0,4.5,10.1
5909,2020/01/19,5.7,3.4,8.3
5909,2020/01/20,7.1,4.6,10.8
5909,2020/01/21,5.1,3.1,6.6
5909,2020/01/22,5.9,2.8,10.1
5909,2020/01/23,6.1,2.7,10.1
5909,2020/01/24,6.3,3.3,10.1
5909,2020/01/25,6.9,5.4,8.5
5909,2020/01/26,7.9,5.6,11.5
5909,2020/01/27,7.8,4.8,11.1
5909,2020/01/28,7.5,6.3,9.1
5909,2020/01/29,9.8,5.8,15.7
5909,2020/01/30,8.7,6.0,11.8
5909,2020/01/31,9.8,6.5,15.4
5909,2020/02/01,9.2,7.3,10.5
5909,2020/02/02,6.8,4.5,9.0
5909,2020/02/03,8.7,5.6,15.2
5909,2020/02/04,9.5,6.4,15.3
5909,2020/02/05,9.9,6.7,13.4
5909,2020/02/06,8.5,4.6,13.3
5909,2020/02/07,8.8,3.9,13.7
5909,2020/02/08,8.3,6.0,10.9
5909,2020/02/09,7.1,5.0,9.8
5909,2020/02/10,8.2,6.5,11.6
5909,2020/02/11,13.0,5.8,19.8
5909,2020/02/12,12.7,10.0,16.7
5909,2020/02/13,9.1,6.6,12.5
5909,2020/02/14,10.4,5.8,16.0
5909,2020/02/15,10.0,6.1,14.1
5909,2020/02/16,10.7,6.5,14.1
5909,2020/02/17,10.1,9.3,11.7
5909,2020/02/18,11.1,8.0,15.7
5909,2020/02/19,10.8,7.6,14.8
5909,2020/02/20,10.3,7.5,13.7
5909,2020/02/21,10.5,6.4,15.7
5909,2020/02/22,10.8,7.5,14.8
5909,2020/02/23,12.0,8.5,15.8
5909,2020/02/24,13.4,10.4,19.3
5909,2020/02/25,12.1,11.1,13.5
5909,2020/02/26,10.5,7.5,14.4
5909,2020/02/27,8.5,4.4,12.5
5909,2020/02/28,11.3,5.9,16.5
5909,2020/02/29,8.8,6.1,10.5
5909,2020/03/01,6.8,5.9,7.7
5909,2020/03/02,6.3,4.7,8.2
5909,2020/03/03,8.9,6.3,13.9
5909,2020/03/04,9.8,5.8,13.6
5909,2020/03/05,7.5,4.6,9.8
5909,2020/03/06,6.8,4.1,10.7
5909,2020/03/07,10.8,5.5,17.2
5909,2020/03/08,10.9,7.1,14.4
5909,2020/03/09,9.1,8.0,9.9
5909,2020/03/10,11.1,5.7,16.3
5909,2020/03/11,14.2,8.8,20.1
5909,2020/03/12,13.3,10.8,15.1
5909,2020/03/13,15.3,12.9,19.3
5909,2020/03/14,11.3,9.6,14.1
5909,2020/03/15,10.7,8.3,14.9
5909,2020/03/16,11.4,7.3,15.9
5909,2020/03/17,12.7,8.0,17.2
5909,2020/03/18,14.8,9.3,20.5
5909,2020/03/19,16.1,11.0,21.2
5909,2020/03/20,14.7,11.5,17.2
5909,2020/03/21,14.8,10.3,19.7
5909,2020/03/22,12.4,10.3,15.8
5909,2020/03/23,6.6,5.1,9.8
5909,2020/03/24,7.9,4.0,12.1
5909,2020/03/25,6.4,4.3,9.1
5909,2020/03/26,5.2,3.1,7.2
5909,2020/03/27,10.0,6.3,13.2
5909,2020/03/28,14.2,9.5,18.7
5909,2020/03/29,14.9,11.7,18.8
5909,2020/03/30,12.3,7.3,15.3
5909,2020/03/31,7.0,4.4,10.6
5909,2020/04/01,8.0,5.6,11.0
5909,2020/04/02,9.4,4.6,13.8
5909,2020/04/03,11.9,6.4,17.1
5909,2020/04/04,14.2,9.3,19.7
5909,2020/04/05,15.2,11.3,20.3
5909,2020/04/06,16.4,11.3,21.0
