Id Sensore,Data-Ora,Valore Medio Giornaliero, Minimo Valore Medio Orario, Massimo Valore Medio Orario
5911,2020/01/01,4.6,1.3,11.3
5911,2020/01/02,4.1,1.7,8.2
5911,2020/01/03,4.9,2.2,8.4
5911,2020/01/04,5.4,1.5,10.4
5911,2020/01/05,6.7,2.7,15.0
5911,2020/01/06,3.8,1.5,7.0
5911,2020/01/07,0.4,-1.8,2.9
5911,2020/01/08,0.9,-0.8,5.5
5911,2020/01/09,3.0,-1.3,9.9
5911,2020/01/10,6.3,4.8,7.8
5911,2020/01/11,5.6,1.9,11.8
5911,2020/01/12,5.1,2.1,10.1
5911,2020/01/13,4.1,1.3,8.5
5911,2020/01/14,4.3,2.4,6.2
5911,2020/01/15,5.5,4.6,6.2
5911,2020/01/16,6.1,3.5,9.6
5911,2020/01/17,5.9,2.1,10.7
5911,2020/01/18,6.0,2.8,9.2
5911,2020/01/19,4.5,2.5,8.0
5911,2020/01/20,5.4,3.0,10.1
5911,2020/01/21,3.7,1.1,7.0
5911,2020/01/22,4.1,0.7,9.3
5911,2020/01/23,4.9,1.6,10.9
5911,2020/01/24,5.2,2.1,9.8
5911,2020/01/25,6.1,4.2,8.4
5911,2020/01/26,6.7,4.2,10.9
5911,2020/01/27,6.9,2.9,11.9
5911,2020/01/28,6.9,5.5,8.7
5911,2020/01/29,8.1,4.0,15.6
5911,2020/01/30,7.4,4.0,11.6
5911,2020/01/31,8.7,4.6,14.9
5911,2020/02/01,8.7,6.4,9.8
5911,2020/02/02,6.6,3.4,11.4
5911,2020/02/03,8.0,4.4,16.4
5911,2020/02/04,8.8,5.9,14.5
5911,2020/02/05,8.8,5.2,13.1
5911,2020/02/06,7.2,3.4,13.6
5911,2020/02/07,6.9,1.9,13.6
5911,2020/02/08,7.7,5.2,11.5
5911,2020/02/09,5.8,2.9,9.1
5911,2020/02/10,7.4,5.8,11.5
5911,2020/02/11,11.8,5.0,20.6
5911,2020/02/12,11.2,7.5,16.9
5911,2020/02/13,7.9,4.9,11.7
5911,2020/02/14,9.3,4.7,15.9
5911,2020/02/15,9.0,4.9,15.0
5911,2020/02/16,9.4,4.5,13.6
5911,2020/02/17,9.6,8.9,10.6
5911,2020/02/18,10.3,6.6,16.6
5911,2020/02/19,9.8,6.2,14.7
5911,2020/02/20,9.2,5.3,14.5
5911,2020/02/21,8.9,3.9,16.1
5911,2020/02/22,9.6,4.9,15.3
5911,2020/02/23,10.6,5.8,15.5
5911,2020/02/24,12.6,8.1,20.4
5911,2020/02/25,11.7,10.4,13.3
5911,2020/02/26,9.7,6.5,13.8
5911,2020/02/27,7.1,3.0,12.0
5911,2020/02/28,10.3,5.8,17.0
5911,2020/02/29,8.0,5.6,10.5
5911,2020/03/01,6.3,5.4,7.5
5911,2020/03/02,5.6,4.4,7.4
5911,2020/03/03,8.3,5.4,14.0
5911,2020/03/04,8.8,3.9,14.9
5911,2020/03/05,7.2,3.8,9.9
5911,2020/03/06,6.6,3.8,10.5
5911,2020/03/07,10.4,4.9,17.8
5911,2020/03/08,10.1,5.6,14.6
5911,2020/03/09,9.0,7.2,10.7
5911,2020/03/10,10.5,5.3,16.4
5911,2020/03/11,13.4,7.2,20.3
5911,2020/03/12,12.6,9.4,14.8
5911,2020/03/13,15.0,12.5,18.9
5911,2020/03/14,10.8,8.2,14.1
5911,2020/03/15,9.8,7.0,13.4
5911,2020/03/16,10.7,6.5,15.8
5911,2020/03/17,12.0,6.9,18.0
5911,2020/03/18,13.6,8.2,20.5
5911,2020/03/19,15.0,9.3,21.6
5911,2020/03/20,14.2,10.3,17.8
5911,2020/03/21,14.2,9.5,20.0
5911,2020/03/22,12.0,10.3,14.4
5911,2020/03/23,6.2,4.6,9.7
5911,2020/03/24,7.1,2.1,11.9
5911,2020/03/25,5.9,3.8,8.2
5911,2020/03/26,5.3,2.8,7.8
5911,2020/03/27,9.9,6.1,13.3
5911,2020/03/28,13.7,9.2,18.9
5911,2020/03/29,14.5,10.4,19.1
5911,2020/03/30,11.8,7.4,15.1
5911,2020/03/31,6.4,4.2,9.4
5911,2020/04/01,7.2,4.5,10.0
5911,2020/04/02,8.6,3.5,13.9
5911,2020/04/03,11.3,5.3,17.9
5911,2020/04/04,13.3,7.5,19.4
5911,2020/04/05,14.7,11.2,19.6
5911,2020/04/06,15.4,9.6,21.5
